senator_id,name,full_name,birthdate,gender,race_ethnicity,education,committee_roles,religion
Jerry_Moran_KS,Jerry Moran,Jerry Moran,1954-05-29,Male,,"[{""degree"": null, ""institution"": ""fort hays state university"", ""year"": null}, {""degree"": ""BS"", ""institution"": ""university kansas"", ""year"": null}, {""degree"": ""JD"", ""institution"": ""university kansas"", ""year"": null}]","Senate Committee on Agriculture, Nutrition, and Forestry|Commodities, Derivatives, Risk Management, and Trade|Rural Development, Energy, and Credit|Senate Committee on Appropriations|Agriculture, Rural Development, Food and Drug Administration, and Related Agencies|Commerce, Justice, Science, and Related Agencies (Chairman)|Department of Defense|Departments of Labor, Health and Human Services, and Education, and Related Agencies|State, Foreign Operations, and Related Programs|Transportation, Housing and Urban Development, and Related Agencies|Senate Committee on Commerce, Science, and Transportation|Aviation, Space, and Innovation (Chairman)|Telecommunications and Media|Consumer Protection, Technology, and Data Privacy|Senate Committee on Indian Affairs|Senate Committee on Veterans' Affairs (Chairman)|Senate Select Committee on Intelligence",Protestant unspecified
Jim_Banks_IN,Jim Banks,Jim Banks,1979-07-16,Male,,"[{""degree"": ""BA"", ""institution"": ""indiana university bloomington"", ""year"": null}, {""degree"": ""MBA"", ""institution"": ""grace college seminary"", ""year"": null}]","Senate Committee on Armed Services|Personnel|Seapower|Strategic Forces|Senate Committee on Banking, Housing, and Urban Affairs|Economic Policy|National Security and International Trade and Finance|Securities, Insurance, and Investment|Senate Committee on Health, Education, Labor, and Pensions|Education and the American Family|Employment and Workplace Safety|Primary Health and Retirement Security|Senate Committee on Veterans' Affairs",Protestant unspecified
Jim_Justice_WV,Jim Justice,Jim Justice,1951-04-27,Male,,"[{""degree"": null, ""institution"": ""university tennessee"", ""year"": null}, {""degree"": ""BA"", ""institution"": ""marshall university"", ""year"": null}, {""degree"": ""MBA"", ""institution"": ""marshall university"", ""year"": null}]","Senate Committee on Agriculture, Nutrition, and Forestry|Conservation, Forestry, Natural Resources, and Biotechnology|Food and Nutrition, Specialty Crops, Organics, and Research|Livestock, Dairy, Poultry, and Food Safety|Senate Committee on Energy and Natural Resources|Energy|Public Lands, Forests, and Mining|Water and Power|Senate Committee on Small Business and Entrepreneurship|Senate Special Committee on Aging",Baptist
Jim_Risch_ID,Jim Risch,Jim Risch,1943-05-03,Male,,"[{""degree"": null, ""institution"": ""university wisconsin milwaukee"", ""year"": null}, {""degree"": ""BS"", ""institution"": ""university idaho"", ""year"": null}, {""degree"": ""JD"", ""institution"": ""university idaho"", ""year"": null}]","Senate Committee on Energy and Natural Resources|Energy|Public Lands, Forests, and Mining|Water and Power|Senate Committee on Foreign Relations (Chairman)|Africa and Global Health Policy (Ex Officio)|East Asia, the Pacific, and International Cybersecurity Policy (Ex Officio)|Europe and Regional Security Cooperation (Ex Officio)|Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy (Ex Officio)|Near East, South Asia, Central Asia, and Counterterrorism (Ex Officio)|State Department and USAID Management, International Operations, and Bilateral International Development (Ex Officio)|Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues (Ex Officio)|Senate Committee on Small Business and Entrepreneurship|Senate Select Committee on Ethics|Senate Select Committee on Intelligence|United States Senate Caucus on International Narcotics Control",Catholic
John_Barrasso_WY,John Barrasso,John Barrasso,1952-07-21,Male,,"[{""degree"": null, ""institution"": ""rensselaer polytechnic institute"", ""year"": null}, {""degree"": ""BS"", ""institution"": ""georgetown university"", ""year"": null}, {""degree"": ""MD"", ""institution"": ""georgetown university"", ""year"": null}]","Senate Committee on Energy and Natural Resources|Energy|National Parks|Public Lands, Forests, and Mining (Chairman)|Senate Committee on Finance|Energy, Natural Resources, and Infrastructure|Health Care|Taxation and IRS Oversight (Chairman)|Senate Committee on Foreign Relations|Africa and Global Health Policy|Europe and Regional Security Cooperation|Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy|State Department and USAID Management, International Operations, and Bilateral International Development",Presbyterian
John_Boozman_AR,John Boozman,John Boozman,1950-12-10,Male,,"[{""degree"": null, ""institution"": ""university arkansas"", ""year"": null}, {""degree"": null, ""institution"": ""southern college optometry"", ""year"": null}]","Senate Committee on Agriculture, Nutrition, and Forestry (Chairman)|Commodities, Derivatives, Risk Management, and Trade (Ex Officio)|Conservation, Forestry, Natural Resources, and Biotechnology (Ex Officio)|Food and Nutrition, Specialty Crops, Organics, and Research (Ex Officio)|Livestock, Dairy, Poultry, and Food Safety (Ex Officio)|Rural Development, Energy, and Credit (Ex Officio)|Senate Committee on Appropriations|Department of Defense|Financial Services and General Government|Departments of Labor, Health and Human Services, and Education, and Related Agencies|Military Construction, Veterans Affairs, and Related Agencies (Chairman)|State, Foreign Operations, and Related Programs|Transportation, Housing and Urban Development, and Related Agencies|Senate Committee on Environment and Public Works|Clean Air, Climate, and Nuclear Innovation and Safety|Fisheries, Wildlife, and Water|Transportation and Infrastructure|Senate Committee on Rules and Administration|Senate Committee on Veterans' Affairs|Commission on Security and Cooperation in Europe",Baptist
John_Cornyn_TX,John Cornyn,John Cornyn,1952-02-02,Male,,"[{""degree"": ""BA"", ""institution"": ""trinity university"", ""year"": null}, {""degree"": ""JD"", ""institution"": ""st mary's university"", ""year"": null}, {""degree"": null, ""institution"": ""university virginia"", ""year"": null}]","Senate Committee on Finance|Energy, Natural Resources, and Infrastructure|International Trade, Customs, and Global Competitiveness (Chairman)|Taxation and IRS Oversight|Senate Committee on Foreign Relations|Africa and Global Health Policy|East Asia, the Pacific, and International Cybersecurity Policy|Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues|Senate Committee on the Budget|Senate Committee on the Judiciary|Crime and Counterterrorism|Border Security and Immigration (Chairman)|Privacy, Technology, and the Law|the Constitution|Joint Committee on Taxation|Senate Select Committee on Intelligence|United States Senate Caucus on International Narcotics Control (Chairman)",Nondenominational
John_Curtis_UT,John Curtis,John Curtis,1960-05-10,Male,,"[{""degree"": ""BS"", ""institution"": ""brigham young university"", ""year"": null}]","Senate Committee on Commerce, Science, and Transportation|Telecommunications and Media|Consumer Protection, Technology, and Data Privacy|Coast Guard, Maritime, and Fisheries|Senate Committee on Environment and Public Works|Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight (Chairman)|Clean Air, Climate, and Nuclear Innovation and Safety|Transportation and Infrastructure|Senate Committee on Foreign Relations|East Asia, the Pacific, and International Cybersecurity Policy|Europe and Regional Security Cooperation|Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues (Chairman)|Senate Committee on Small Business and Entrepreneurship",Mormon
John_Fetterman_PA,John Fetterman,John Fetterman,1969-08-15,Male,,"[{""degree"": ""BA"", ""institution"": ""albright college"", ""year"": null}, {""degree"": ""MBA"", ""institution"": ""university connecticut"", ""year"": null}, {""degree"": null, ""institution"": ""harvard universitympp"", ""year"": null}]","Senate Committee on Agriculture, Nutrition, and Forestry|Commodities, Derivatives, Risk Management, and Trade|Food and Nutrition, Specialty Crops, Organics, and Research|Senate Committee on Commerce, Science, and Transportation|Aviation, Space, and Innovation|Telecommunications and Media|Senate Committee on Homeland Security and Governmental Affairs|Permanent Subcommittee on Investigations|Border Management, Federal Workforce, and Regulatory Affairs (Ranking Member)|Commission on Security and Cooperation in Europe",
John_Hickenlooper_CO,John Hickenlooper,John Hickenlooper,1952-02-07,Male,,"[{""degree"": ""BA"", ""institution"": ""wesleyan university"", ""year"": null}, {""degree"": ""MS"", ""institution"": ""wesleyan university"", ""year"": null}]","Senate Committee on Commerce, Science, and Transportation|Aviation, Space, and Innovation|Telecommunications and Media|Consumer Protection, Technology, and Data Privacy (Ranking Member)|Science, Manufacturing, and Competitiveness|Senate Committee on Energy and Natural Resources|Energy|Public Lands, Forests, and Mining|Water and Power|Senate Committee on Health, Education, Labor, and Pensions|Employment and Workplace Safety (Ranking Member)|Primary Health and Retirement Security|Senate Committee on Small Business and Entrepreneurship",Episcopalian
John_Hoeven_ND,John Hoeven,John Hoeven,1957-03-13,Male,,"[{""degree"": ""BA"", ""institution"": ""dartmouth college"", ""year"": null}, {""degree"": ""MBA"", ""institution"": ""northwestern university"", ""year"": null}]","Senate Committee on Agriculture, Nutrition, and Forestry|Conservation, Forestry, Natural Resources, and Biotechnology|Food and Nutrition, Specialty Crops, Organics, and Research|Livestock, Dairy, Poultry, and Food Safety (Chairman)|Senate Committee on Appropriations|Agriculture, Rural Development, Food and Drug Administration, and Related Agencies (Chairman)|Department of Defense|Energy and Water Development|Department of Interior, Environment, and Related Agencies|Military Construction, Veterans Affairs, and Related Agencies|Transportation, Housing and Urban Development, and Related Agencies|Senate Committee on Energy and Natural Resources|Energy|Water and Power (Chairman)|Senate Committee on Indian Affairs",Catholic
John_Kennedy_LA,John Kennedy,John F. Kennedy,1917-05-29,Male,,"[{""degree"": null, ""institution"": ""harvard university"", ""year"": null}]","Senate Committee on Appropriations|Commerce, Justice, Science, and Related Agencies|Department of Defense|Energy and Water Development (Chairman)|Department of Homeland Security|Departments of Labor, Health and Human Services, and Education, and Related Agencies|Transportation, Housing and Urban Development, and Related Agencies|Senate Committee on Banking, Housing, and Urban Affairs|Economic Policy (Chairman)|Financial Institutions and Consumer Protection|Securities, Insurance, and Investment|Senate Committee on the Budget|Senate Committee on the Judiciary|Federal Courts, Oversight, Agency Action, and Federal Rights|Border Security and Immigration|Privacy, Technology, and the Law|the Constitution",Methodist
John_Thune_SD,John Thune,John Thune,1961-01-07,Male,,"[{""degree"": ""BA"", ""institution"": ""biola university"", ""year"": null}, {""degree"": ""MBA"", ""institution"": ""university south dakota"", ""year"": null}]","Senate Committee on Agriculture, Nutrition, and Forestry|Commodities, Derivatives, Risk Management, and Trade|Conservation, Forestry, Natural Resources, and Biotechnology|Livestock, Dairy, Poultry, and Food Safety|Senate Committee on Commerce, Science, and Transportation|Aviation, Space, and Innovation|Telecommunications and Media|Consumer Protection, Technology, and Data Privacy|Surface Transportation, Freight, Pipelines, and Safety|Senate Committee on Finance|Health Care|International Trade, Customs, and Global Competitiveness|Taxation and IRS Oversight|Senate Select Committee on Intelligence (Ex Officio)",Protestant unspecified
Jon_Husted_OH,Jon Husted,Jon Husted,1967-08-25,Male,,"[{""degree"": ""BA"", ""institution"": ""university dayton"", ""year"": null}, {""degree"": ""MA"", ""institution"": ""university dayton"", ""year"": null}]","Senate Committee on Environment and Public Works|Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight|Clean Air, Climate, and Nuclear Innovation and Safety|Fisheries, Wildlife, and Water|Senate Committee on Health, Education, Labor, and Pensions|Education and the American Family|Employment and Workplace Safety|Primary Health and Retirement Security|Senate Committee on Small Business and Entrepreneurship|Senate Special Committee on Aging",
Jon_Ossoff_GA,Jon Ossoff,Jon Ossoff,1987-02-16,Male,,"[{""degree"": ""BS"", ""institution"": ""georgetown university"", ""year"": null}, {""degree"": ""MS"", ""institution"": ""london school economics"", ""year"": null}]","Senate Committee on Appropriations|Agriculture, Rural Development, Food and Drug Administration, and Related Agencies|Energy and Water Development|Department of Interior, Environment, and Related Agencies|Legislative Branch|Military Construction, Veterans Affairs, and Related Agencies (Ranking Member)|Senate Committee on Rules and Administration|Senate Select Committee on Intelligence",Jewish
Joni_Ernst_IA,Joni Ernst,Joni Ernst,1970-07-01,Female,,"[{""degree"": ""BA"", ""institution"": ""iowa state university"", ""year"": null}, {""degree"": null, ""institution"": ""columbus state universitympa"", ""year"": null}]","Senate Committee on Agriculture, Nutrition, and Forestry|Conservation, Forestry, Natural Resources, and Biotechnology|Livestock, Dairy, Poultry, and Food Safety|Rural Development, Energy, and Credit (Chairman)|Senate Committee on Armed Services|Cybersecurity|Emerging Threats and Capabilities (Chairman)|Personnel|Senate Committee on Homeland Security and Governmental Affairs|Disaster Management, District of Columbia, and Census|Border Management, Federal Workforce, and Regulatory Affairs|Senate Committee on Small Business and Entrepreneurship (Chairman)",Lutheran
Josh_Hawley_MO,Josh Hawley,Josh Hawley,1979-12-31,Male,,"[{""degree"": ""BA"", ""institution"": ""stanford university"", ""year"": null}, {""degree"": ""JD"", ""institution"": ""yale university"", ""year"": null}]","Senate Committee on Health, Education, Labor, and Pensions|Employment and Workplace Safety|Primary Health and Retirement Security|Senate Committee on Homeland Security and Governmental Affairs|Permanent Subcommittee on Investigations|Disaster Management, District of Columbia, and Census (Chairman)|Senate Committee on Small Business and Entrepreneurship|Senate Committee on the Judiciary|Antitrust, Competition Policy, and Consumer Rights|Crime and Counterterrorism (Chairman)|Privacy, Technology, and the Law|the Constitution",Protestant unspecified
Katie_Britt_AL,Katie Britt,Katie Britt,1982-02-02,Female,,"[{""degree"": ""BS"", ""institution"": ""university alabama"", ""year"": null}, {""degree"": ""JD"", ""institution"": ""university alabama"", ""year"": null}]","Senate Committee on Appropriations|Commerce, Justice, Science, and Related Agencies|Energy and Water Development|Department of Homeland Security (Chairman)|Departments of Labor, Health and Human Services, and Education, and Related Agencies|State, Foreign Operations, and Related Programs|Transportation, Housing and Urban Development, and Related Agencies|Senate Committee on Banking, Housing, and Urban Affairs|Financial Institutions and Consumer Protection|Housing, Transportation, and Community Development (Chairman)|Securities, Insurance, and Investment|Senate Committee on Rules and Administration|Senate Committee on the Judiciary|Antitrust, Competition Policy, and Consumer Rights|Crime and Counterterrorism|Border Security and Immigration|Intellectual Property|Commission on Security and Cooperation in Europe",Methodist
Kevin_Cramer_ND,Kevin Cramer,Kevin Cramer,1961-01-21,Male,,"[{""degree"": ""BA"", ""institution"": ""concordia college"", ""year"": null}, {""degree"": ""MA"", ""institution"": ""university mary"", ""year"": null}]","Senate Committee on Armed Services|Airland (Chairman)|Emerging Threats and Capabilities|Readiness and Management Support|Strategic Forces|Senate Committee on Banking, Housing, and Urban Affairs|Financial Institutions and Consumer Protection|Housing, Transportation, and Community Development|Securities, Insurance, and Investment|Senate Committee on Environment and Public Works|Clean Air, Climate, and Nuclear Innovation and Safety|Fisheries, Wildlife, and Water|Transportation and Infrastructure (Chairman)|Senate Committee on Veterans' Affairs",Protestant unspecified
Kirsten_Gillibrand_NY,Kirsten Gillibrand,Kirsten Gillibrand,1966-12-09,Female,,"[{""degree"": ""BA"", ""institution"": ""dartmouth college"", ""year"": null}, {""degree"": ""JD"", ""institution"": ""university california los angeles"", ""year"": null}]","Senate Committee on Appropriations|Agriculture, Rural Development, Food and Drug Administration, and Related Agencies|Commerce, Justice, Science, and Related Agencies|Department of Interior, Environment, and Related Agencies|Military Construction, Veterans Affairs, and Related Agencies|Transportation, Housing and Urban Development, and Related Agencies (Ranking Member)|Senate Committee on Armed Services|Cybersecurity|Emerging Threats and Capabilities|Strategic Forces|Senate Select Committee on Intelligence|Senate Special Committee on Aging (Ranking Member)",Catholic
Lindsey_Graham_SC,Lindsey Graham,Lindsey Graham,1955-07-09,Male,,"[{""degree"": ""BA"", ""institution"": ""university south carolina"", ""year"": null}, {""degree"": ""JD"", ""institution"": ""university south carolina"", ""year"": null}]","Senate Committee on Appropriations|Commerce, Justice, Science, and Related Agencies|Department of Defense|Energy and Water Development|Departments of Labor, Health and Human Services, and Education, and Related Agencies|State, Foreign Operations, and Related Programs (Chairman)|Transportation, Housing and Urban Development, and Related Agencies|Senate Committee on Environment and Public Works|Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight|Clean Air, Climate, and Nuclear Innovation and Safety|Transportation and Infrastructure|Senate Committee on the Budget (Chairman)|Senate Committee on the Judiciary|Crime and Counterterrorism|Federal Courts, Oversight, Agency Action, and Federal Rights|Border Security and Immigration|Privacy, Technology, and the Law",Baptist
Lisa_Blunt_Rochester_DE,Lisa Blunt Rochester,Lisa Blunt Rochester,1962-02-10,Female,,"[{""degree"": null, ""institution"": ""villanova university"", ""year"": null}, {""degree"": ""BA"", ""institution"": ""fairleigh dickinson university"", ""year"": null}, {""degree"": ""MA"", ""institution"": ""university delaware"", ""year"": null}]","Senate Committee on Banking, Housing, and Urban Affairs|Economic Policy|Housing, Transportation, and Community Development|Securities, Insurance, and Investment|Senate Committee on Commerce, Science, and Transportation|Telecommunications and Media|Consumer Protection, Technology, and Data Privacy|Coast Guard, Maritime, and Fisheries (Ranking Member)|Science, Manufacturing, and Competitiveness|Senate Committee on Environment and Public Works|Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight|Clean Air, Climate, and Nuclear Innovation and Safety|Transportation and Infrastructure|Senate Committee on Health, Education, Labor, and Pensions|Education and the American Family (Ranking Member)|Primary Health and Retirement Security",Protestant unspecified
Lisa_Murkowski_AK,Lisa Murkowski,Lisa Murkowski,1957-05-22,Female,,"[{""degree"": ""BA"", ""institution"": ""georgetown university"", ""year"": null}, {""degree"": ""JD"", ""institution"": ""willamette university"", ""year"": null}]","Senate Committee on Appropriations|Commerce, Justice, Science, and Related Agencies|Department of Defense|Energy and Water Development|Department of Homeland Security|Department of Interior, Environment, and Related Agencies (Chairman)|Military Construction, Veterans Affairs, and Related Agencies|Senate Committee on Energy and Natural Resources|National Parks|Public Lands, Forests, and Mining|Senate Committee on Health, Education, Labor, and Pensions|Education and the American Family|Primary Health and Retirement Security|Senate Committee on Indian Affairs (Chairman)",Catholic
Maggie_Hassan_NH,Maggie Hassan,Maggie Hassan,1958-02-27,Female,,"[{""degree"": ""BA"", ""institution"": ""brown university"", ""year"": null}, {""degree"": ""JD"", ""institution"": ""northeastern university"", ""year"": null}]","Senate Committee on Finance|Energy, Natural Resources, and Infrastructure|Health Care (Ranking Member)|Taxation and IRS Oversight|Senate Committee on Health, Education, Labor, and Pensions|Employment and Workplace Safety|Primary Health and Retirement Security|Senate Committee on Homeland Security and Governmental Affairs|Permanent Subcommittee on Investigations|Border Management, Federal Workforce, and Regulatory Affairs|Senate Committee on Veterans' Affairs|Joint Economic Committee (Ranking Member)",Congregationalist
Maria_Cantwell_WA,Maria Cantwell,Maria Cantwell,1958-10-13,Female,,"[{""degree"": ""BA"", ""institution"": ""miami university"", ""year"": null}]","Senate Committee on Commerce, Science, and Transportation (Ranking Member)|Aviation, Space, and Innovation (Ex Officio)|Telecommunications and Media (Ex Officio)|Consumer Protection, Technology, and Data Privacy (Ex Officio)|Coast Guard, Maritime, and Fisheries (Ex Officio)|Science, Manufacturing, and Competitiveness (Ex Officio)|Surface Transportation, Freight, Pipelines, and Safety (Ex Officio)|Senate Committee on Energy and Natural Resources|Senate Committee on Finance|Energy, Natural Resources, and Infrastructure (Ranking Member)|Senate Committee on Indian Affairs|Senate Committee on Small Business and Entrepreneurship|Joint Committee on Taxation",Catholic
Mark_Kelly_AZ,Mark Kelly,Mark Kelly,1964-02-21,Male,,"[{""degree"": ""BS"", ""institution"": ""united states merchant marine academy"", ""year"": null}, {""degree"": ""MS"", ""institution"": ""naval postgraduate school"", ""year"": null}]","Senate Committee on Armed Services|Airland (Ranking Member)|Emerging Threats and Capabilities|Strategic Forces|Senate Committee on Environment and Public Works|Clean Air, Climate, and Nuclear Innovation and Safety (Ranking Member)|Fisheries, Wildlife, and Water|Transportation and Infrastructure|Joint Economic Committee|Senate Select Committee on Intelligence|Senate Special Committee on Aging",Catholic
Mark_Warner_VA,Mark Warner,Mark Warner,1954-12-15,Male,,"[{""degree"": ""BA"", ""institution"": ""george washington university"", ""year"": null}, {""degree"": ""JD"", ""institution"": ""harvard university"", ""year"": null}]","Senate Committee on Banking, Housing, and Urban Affairs|Financial Institutions and Consumer Protection|Securities, Insurance, and Investment (Ranking Member)|Senate Committee on Finance|Health Care|International Trade, Customs, and Global Competitiveness|Taxation and IRS Oversight|Senate Committee on Rules and Administration|Senate Committee on the Budget|Senate Select Committee on Intelligence (Vice Chairman)|Digital Assets",Presbyterian
Marsha_Blackburn_TN,Marsha Blackburn,Marsha Blackburn,1952-06-06,Female,,"[{""degree"": ""BS"", ""institution"": ""mississippi state university"", ""year"": null}]","Senate Committee on Commerce, Science, and Transportation|Telecommunications and Media|Consumer Protection, Technology, and Data Privacy (Chairman)|Science, Manufacturing, and Competitiveness|Senate Committee on Finance|Health Care|Social Security, Pensions, and Family Policy|Taxation and IRS Oversight|Senate Committee on the Judiciary|Crime and Counterterrorism|Intellectual Property|Privacy, Technology, and the Law (Chairman)|the Constitution|Senate Committee on Veterans' Affairs|Joint Economic Committee",Presbyterian
Martin_Heinrich_NM,Martin Heinrich,Martin Heinrich,1971-10-17,Male,,"[{""degree"": ""BS"", ""institution"": ""university missouri"", ""year"": null}, {""degree"": null, ""institution"": ""university new mexico"", ""year"": null}]","Senate Committee on Appropriations|Agriculture, Rural Development, Food and Drug Administration, and Related Agencies|Energy and Water Development|Department of Interior, Environment, and Related Agencies|Legislative Branch (Ranking Member)|Military Construction, Veterans Affairs, and Related Agencies|Senate Committee on Energy and Natural Resources (Ranking Member)|Energy (Ex Officio)|National Parks (Ex Officio)|Public Lands, Forests, and Mining (Ex Officio)|Water and Power (Ex Officio)|Joint Economic Committee|Senate Select Committee on Intelligence",Lutheran
Mazie_Hirono_HI,Mazie Hirono,Mazie Hirono,1947-11-03,Female,,"[{""degree"": ""BA"", ""institution"": ""university hawai\u02bbi m\u0101noa"", ""year"": null}, {""degree"": ""JD"", ""institution"": ""georgetown university"", ""year"": null}]","Senate Committee on Armed Services|Personnel|Readiness and Management Support (Ranking Member)|Seapower|Senate Committee on Energy and Natural Resources|Energy|National Parks|Public Lands, Forests, and Mining|Senate Committee on Small Business and Entrepreneurship|Senate Committee on the Judiciary|Federal Courts, Oversight, Agency Action, and Federal Rights|Border Security and Immigration|Intellectual Property|the Constitution|Senate Committee on Veterans' Affairs",Buddhist
Michael_Bennet_CO,Michael Bennet,Michael Bennet,1964-11-28,Male,,"[{""degree"": ""BA"", ""institution"": ""wesleyan university"", ""year"": null}, {""degree"": ""JD"", ""institution"": ""yale university"", ""year"": null}]","Senate Committee on Agriculture, Nutrition, and Forestry|Conservation, Forestry, Natural Resources, and Biotechnology (Ranking Member)|Rural Development, Energy, and Credit|Senate Committee on Finance|Energy, Natural Resources, and Infrastructure|International Trade, Customs, and Global Competitiveness|Taxation and IRS Oversight (Ranking Member)|Senate Committee on Rules and Administration|Senate Select Committee on Intelligence",
Mike_Crapo_ID,Mike Crapo,Mike Crapo,1951-05-20,Male,,"[{""degree"": ""BA"", ""institution"": ""brigham young university"", ""year"": null}, {""degree"": ""JD"", ""institution"": ""harvard university"", ""year"": null}]","Senate Committee on Banking, Housing, and Urban Affairs|Financial Institutions and Consumer Protection|Housing, Transportation, and Community Development|Securities, Insurance, and Investment|Senate Committee on Finance (Chairman)|Energy, Natural Resources, and Infrastructure (Ex Officio)|Fiscal Responsibility and Economic Growth (Ex Officio)|Health Care (Ex Officio)|International Trade, Customs, and Global Competitiveness (Ex Officio)|Social Security, Pensions, and Family Policy (Ex Officio)|Taxation and IRS Oversight (Ex Officio)|Senate Committee on the Budget|Joint Committee on Taxation (Chairman)",Mormon
Mike_Lee_UT,Mike Lee,Mike Lee,1971-06-04,Male,,"[{""degree"": ""BA"", ""institution"": ""brigham young university"", ""year"": null}, {""degree"": ""JD"", ""institution"": ""brigham young university"", ""year"": null}]","Senate Committee on Energy and Natural Resources (Chairman)|Energy (Ex Officio)|National Parks (Ex Officio)|Public Lands, Forests, and Mining (Ex Officio)|Water and Power (Ex Officio)|Senate Committee on Foreign Relations|East Asia, the Pacific, and International Cybersecurity Policy|Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy (Chairman)|Near East, South Asia, Central Asia, and Counterterrorism|Senate Committee on the Budget|Senate Committee on the Judiciary|Antitrust, Competition Policy, and Consumer Rights (Chairman)|Federal Courts, Oversight, Agency Action, and Federal Rights|Intellectual Property|the Constitution",Mormon
Mike_Rounds_SD,Mike Rounds,Mike Rounds,1954-10-24,Male,,"[{""degree"": ""BS"", ""institution"": ""south dakota state university"", ""year"": null}]","Senate Committee on Appropriations|Agriculture, Rural Development, Food and Drug Administration, and Related Agencies|Energy and Water Development|Department of Interior, Environment, and Related Agencies|Departments of Labor, Health and Human Services, and Education, and Related Agencies|Legislative Branch|Military Construction, Veterans Affairs, and Related Agencies|Senate Committee on Armed Services|Cybersecurity (Chairman)|Emerging Threats and Capabilities|Strategic Forces|Senate Committee on Banking, Housing, and Urban Affairs|Economic Policy|Housing, Transportation, and Community Development|Securities, Insurance, and Investment (Chairman)|Senate Committee on Indian Affairs|Senate Select Committee on Intelligence|Commission on Security and Cooperation in Europe",Catholic
Mitch_McConnell_KY,Mitch McConnell,Mitch McConnell,1942-02-20,Male,,"[{""degree"": ""BA"", ""institution"": ""university louisville"", ""year"": null}, {""degree"": ""JD"", ""institution"": ""university kentucky"", ""year"": null}]","Senate Committee on Agriculture, Nutrition, and Forestry|Commodities, Derivatives, Risk Management, and Trade|Food and Nutrition, Specialty Crops, Organics, and Research (Chairman)|Rural Development, Energy, and Credit|Senate Committee on Appropriations|Agriculture, Rural Development, Food and Drug Administration, and Related Agencies|Department of Defense (Chairman)|Energy and Water Development|Department of Interior, Environment, and Related Agencies|Military Construction, Veterans Affairs, and Related Agencies|State, Foreign Operations, and Related Programs|Senate Committee on Rules and Administration (Chairman)|Joint Committee on Printing (Chairman)|Joint Committee of Congress on the Library (Vice Chairman)",Baptist
Patty_Murray_WA,Patty Murray,Patty Murray,1950-10-11,Female,,"[{""degree"": ""BA"", ""institution"": ""washington state university"", ""year"": null}]","Senate Committee on Appropriations (Ranking Member)|Agriculture, Rural Development, Food and Drug Administration, and Related Agencies (Ex Officio)|Commerce, Justice, Science, and Related Agencies (Ex Officio)|Department of Defense|Energy and Water Development (Ranking Member)|Financial Services and General Government (Ex Officio)|Department of Homeland Security|Department of Interior, Environment, and Related Agencies (Ex Officio)|Departments of Labor, Health and Human Services, and Education, and Related Agencies|Legislative Branch (Ex Officio)|Military Construction, Veterans Affairs, and Related Agencies|State, Foreign Operations, and Related Programs (Ex Officio)|Transportation, Housing and Urban Development, and Related Agencies|Senate Committee on Health, Education, Labor, and Pensions|Education and the American Family|Primary Health and Retirement Security|Senate Committee on the Budget|Senate Committee on Veterans' Affairs",Catholic
Pete_Ricketts_NE,Pete Ricketts,Pete Ricketts,1964-08-19,Male,,"[{""degree"": ""BA"", ""institution"": ""university chicago"", ""year"": null}, {""degree"": ""MBA"", ""institution"": ""university chicago"", ""year"": null}]","Senate Committee on Banking, Housing, and Urban Affairs|Economic Policy|Financial Institutions and Consumer Protection|National Security and International Trade and Finance|Senate Committee on Environment and Public Works|Clean Air, Climate, and Nuclear Innovation and Safety|Fisheries, Wildlife, and Water (Chairman)|Transportation and Infrastructure|Senate Committee on Foreign Relations|East Asia, the Pacific, and International Cybersecurity Policy (Chairman)|Europe and Regional Security Cooperation|State Department and USAID Management, International Operations, and Bilateral International Development|Senate Committee on the Budget",Catholic
Peter_Welch_VT,Peter Welch,Peter Welch,1947-05-02,Male,,"[{""degree"": ""BA"", ""institution"": ""college holy cross"", ""year"": null}, {""degree"": ""JD"", ""institution"": ""university california berkeley"", ""year"": null}]","Senate Committee on Agriculture, Nutrition, and Forestry|Conservation, Forestry, Natural Resources, and Biotechnology|Livestock, Dairy, Poultry, and Food Safety|Rural Development, Energy, and Credit (Ranking Member)|Senate Committee on Finance|Energy, Natural Resources, and Infrastructure|Health Care|Senate Committee on Rules and Administration|Senate Committee on the Judiciary|Antitrust, Competition Policy, and Consumer Rights|Federal Courts, Oversight, Agency Action, and Federal Rights|Intellectual Property|the Constitution (Ranking Member)",Catholic
